Demand Cluster,Difficulty Cluster,Growth Cluster,ID,Lct Id,Lightcast Skill,Resilience Cluster,Skill Category,Skill Major Category,Skill MajorCategory Code,Skill MajorCategory Code (group),Skill Subcategory Name,Skill Super Category,Value Cluster,Xskill Category Name,Complexity,Complexity Norm,Demand,Demand Norm,Difficulty,Difficulty Norm,Education,Education Norm,Experience,Experience Norm,Growth,Growth Norm,Resilience,Resilience Norm,Stability,Stability Norm,Ubiquity,Ubiquity Norm,Value,Value Norm,SSG_Skill,SSG_ID
High Demand,High Difficulty,Low Growth,46,ES8112FBBD916F633942,it security,High Resilience,"Cloud, Networking, and Security",Information Technology,15,15,Cybersecurity,IT,High Value,Information Technology,1.9414419,0.480021691,12998.5,0.020632205,0.49852483,0.49852483,1.798089,0.572617568,4.811164,0.442935232,0.932961653,0.077278424,0.490204345,0.490204345,67,0.827160494,71,0.153248195,"$72,000 ",0.32139491,"['infocomm security and data privacy', 'information technology and network security']","['e91fa95e1e40f2e5985721d82a8d5be882c48c7d4f3a1ccbca3783740bce92af', 'c17ed1dabb10745244f920d7ba61f9b544f70f0472a5cbe8d834da075a12d99c']"
High Demand,Low Difficulty,High Growth,47,KS1227F6831KK9NBB875,computer programming,High Resilience,"Information Technology, Other",Information Technology,15,15,Computer Science,IT,Low Value,Information Technology,1.803795998,0.465509966,1658.5,0.002625224,0.426437674,0.426437674,1.675244,0.532852639,3.523041,0.280950418,1.271771632,0.110807432,0.356067617,0.356067617,45,0.555555556,72.5,0.156579678,"$54,000 ",0.208294062,['programming and coding'],['4e5b60443945bac21b925d5156c149685ef41e1673d8bcb73aa243d870f83d0a']
High Demand,Low Difficulty,High Growth,48,KS124685Z7C03V020F5V,generally accepted accounting principles,High Resilience,Finance,"Business, Finance, and Marketing",13,13,General Accounting,Business,Low Value,Finance,-0.005693372,0.274739219,7254.25,0.011510812,0.421319229,0.421319229,1.763423,0.561396183,4.690984,0.427822284,1.057716946,0.089624345,0.482543991,0.482543991,73,0.901234568,30.75,0.063853415,"$57,000 ",0.227144204,['accounting standards'],['c5a7901a13ba28f43ef605fd91e55640ed5a6009a47043eb908239eff954dc12']
High Demand,High Difficulty,High Growth,49,KS121CR6XWVT7K2QBLFW,capital expenditure,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Management,Business,High Value,Finance,0.479866349,0.325930783,3310,0.005247669,0.478173648,0.478173648,1.698118,0.540256953,5.808344,0.568333207,1.200379936,0.103742431,0.319846313,0.319846313,43,0.530864198,51,0.108828429,"$72,000 ",0.32139491,['capital expenditure and investment evaluation'],['410c3bcef00ca88ccdb02564deddcee636a62257d83b41a60be7886dfb55332a']
Low Demand,High Difficulty,Low Growth,50,KS4ZBSJ7KBTGBR13J4JF,raising capital,Low Resilience,Marketing and Public Relations,"Business, Finance, and Marketing",13,13,Fundraising and Crowdsourcing,Business,High Value,Marketing and Public Relations,1.446977624,0.427891338,148.75,0.000227866,0.555737588,0.555737588,2.047892,0.653478804,5.947581,0.585842622,0.727737269,0.056969194,0.221749234,0.221749234,33,0.407407407,18.25,0.036091061,"$102,900 ",0.515551367,['capital raising'],['082b2b5900a03a0000b748729aa99b7d754556c9f9a436532df5ef3753ca41be']
High Demand,Low Difficulty,High Growth,51,ESDA73E01740F8D1E2E2,cash flow management,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Cash Management,Business,Low Value,Finance,0.697533087,0.34887894,2921.5,0.004630764,0.446252519,0.446252519,1.786622,0.5689057,4.636517,0.420972918,1.229517666,0.106625933,0.323846149,0.323846149,49,0.604938272,21.25,0.042754026,"$50,400 ",0.185673893,['cash flow management'],['993e4046a0771dc2adfcdd93d628be0d1f2febf7083eb8361ee68fe9f434e85e']
Low Demand,High Difficulty,Low Growth,52,KS7G7W168G2YJVRRDC36,claims and litigation management,Low Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Litigation and Civil Justice,"Education, Law, and Community",High Value,"Law, Regulation, and Compliance",2.096282679,0.496346236,459,0.000720517,0.545581377,0.545581377,1.825071,0.581351642,5.734493,0.559046252,0.894240035,0.073446491,0.249021463,0.249021463,34,0.419753086,37.25,0.078289839,"$90,000 ",0.434495759,['claims management'],['686315f132eb015706af1458b81fb8285df72ba1c88a72cb646dab2592e2ef3d']
High Demand,Low Difficulty,High Growth,53,KS120HK5XY6JV257QLTX,budgeting,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Budget Management,Business,High Value,Finance,-0.672592591,0.204429404,52125.25,0.082762246,0.405850196,0.405850196,1.637702,0.520700293,5.20468,0.492420891,1.227161325,0.106392747,0.534068864,0.534068864,67,0.827160494,110.5,0.240977235,"$60,000 ",0.245994345,"['cost management', 'financial budgeting', 'production budget management']","['3d6ae96017f46c2efaeba70b77191caf52e37ec7bbe07830d15aa4fcef2aafff', '764ce591e4ab24e42956446574623dc3159d03cf390413187405c214fbd41037', '00d1f380c80aea33cec3774cddbc686ad5041607afea58ff1146fd6bff729756']"
High Demand,High Difficulty,Low Growth,54,ESC646148CD5C8B6D9EE,credit risk management,High Resilience,Business,"Business, Finance, and Marketing",13,13,Risk Management,Business,High Value,Business,0.989925652,0.379705287,2633.5,0.004173443,0.525470627,0.525470627,1.918876,0.611716322,5.940803,0.584990271,0.841495454,0.068226829,0.420685353,0.420685353,61,0.75308642,41.75,0.088284287,"$88,800 ",0.426955702,['credit risk management'],['ae48776b5e3360a19e05247197ee57eec3ddfd8a1e0596758692706bebb29f08']
Low Demand,Low Difficulty,High Growth,55,KS122SD6ZVPNR6784KNN,debt restructuring,Low Resilience,Finance,"Business, Finance, and Marketing",13,13,Commercial Lending,Business,High Value,Finance,1.137290264,0.395241636,144.5,0.000221117,0.403692018,0.403692018,1.669659,0.531044774,3.553571,0.284789645,1.298109305,0.113413837,0.15468087,0.15468087,22,0.271604938,19,0.037756802,"$60,000 ",0.245994345,"['debt restructuring', 'restructuring insolvency advisory']","['e123b763d5bd4de3e00fd99005a26b82d22e7280cacb5d0942ba67188ecc5e84', '932507fad48cb485bed956cce6d352ea278e6c7af938e4436c760b968169780e']"
High Demand,Low Difficulty,High Growth,56,KS123Y66DNRSJ1QGK9NW,financial analysis,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Analysis,Business,High Value,Finance,0.232217686,0.299821693,20737.75,0.032921494,0.432298789,0.432298789,1.748228,0.556477561,4.792571,0.440597114,1.069566257,0.090796966,0.463209739,0.463209739,66,0.814814815,52.25,0.111604664,"$66,000 ",0.283694628,"['financial analysis', 'financial planning and analysis']","['6a6ebe8510ced07b420ad4afe22f99c95c03dc3e172ed89095a2fef237580844', '34b628eeafee5280ef5b348df6b4cc2b8ef25abde17905fcf3c724530cbef176']"
High Demand,Low Difficulty,High Growth,57,ESF0F3A894BBE323B917,financial close,High Resilience,Finance,"Business, Finance, and Marketing",13,13,General Accounting,Business,Low Value,Finance,0.391985983,0.316665736,1997.75,0.003163925,0.434164352,0.434164352,1.862235,0.593381629,4.409665,0.392445689,1.205228362,0.104222237,0.396254481,0.396254481,61,0.75308642,19.75,0.039422543,"$51,000 ",0.189443921,['financial closing'],['e825c3eef451052228179ffc0fd71b5de7c733f2cb0b6236c3d056e6ea98b98a']
High Demand,Low Difficulty,High Growth,58,KS123Y170JP7JBSFVBSS,financial management,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Management,Business,High Value,Finance,-0.25149876,0.248824462,12379.25,0.019648888,0.443548423,0.443548423,1.644838,0.523010216,5.732619,0.558810592,1.344089299,0.117964068,0.369883672,0.369883672,44,0.543209877,90.5,0.196557468,"$69,000 ",0.302544769,"['financial administration', 'department financial management']","['cc2546ac849338fc8a1193e8ad8f181593b84874c72c1fbbe111036ac6d7fa3e', 'e6ef93b00531b6d76ddfba3d0f10c3d7a11e3423e78fbfb31992fb5961b1264f']"
High Demand,High Difficulty,Low Growth,59,KS123YH6B5Z6Q799424R,financial modeling,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Modeling,Business,High Value,Finance,0.677118028,0.346726622,11939.25,0.018950204,0.493821979,0.493821979,2.000286,0.638068741,5.238474,0.496670574,0.965843898,0.080532487,0.47965465,0.47965465,67,0.827160494,61.5,0.132148806,"$84,000 ",0.396795476,['financial modelling'],['415eb35d574a950cd9ad494825365d92c019f216103d2a5a0abc1b09c80a55db']
High Demand,High Difficulty,High Growth,60,ES652A5DE17F2C357291,budget development,Low Resilience,Finance,"Business, Finance, and Marketing",13,13,Budget Management,Business,High Value,Finance,0.502527255,0.328319876,1617.5,0.00256012,0.48969847,0.48969847,1.781962,0.567397258,5.848463,0.573378276,1.34916891,0.118466752,0.213862669,0.213862669,27,0.333333333,44.5,0.094392004,"$60,000 ",0.245994345,['financial planning'],['e2d1d40cc7a197de695230ed3d72a6b8b816e2aa7ada8e1a2a74005dc433adb6']
Low Demand,High Difficulty,Low Growth,61,BGSB9C7001AB1B4E4412,corporate financial reporting,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Reporting,Business,Low Value,Finance,0.817910555,0.361570089,19,2.18E-05,0.510331992,0.510331992,2.036194,0.649692161,5.421875,0.519733726,0.526924303,0.037096522,0.323208643,0.323208643,52,0.641975309,4,0.004441977,"$48,000 ",0.170593779,['financial reporting'],['9787822ab6c9f6e93e782912dd2b11e6a85b0a8caf49ac13c409517e42618018']
High Demand,Low Difficulty,High Growth,62,KS120WM730QRLVPV26RR,financial auditing,High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Auditing,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.625733916,0.341309301,1863.5,0.002950747,0.418447146,0.418447146,1.792803,0.57090649,4.017466,0.343125646,1.267609697,0.110395562,0.430940287,0.430940287,65,0.802469136,28.75,0.059411438,"$45,000 ",0.151743638,['financial reporting quality'],['e0b18101b7b60067a75eb3482efecef51c8e2e7d25f47ed0531316611d1f4951']
High Demand,Low Difficulty,High Growth,63,KS1203X6427JW5JX3V8L,financial statement analysis,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Analysis,Business,High Value,Finance,1.006604762,0.381463732,933,0.00147319,0.435912534,0.435912534,1.700967,0.541179174,4.351209,0.385094695,1.222735524,0.105954765,0.380659579,0.380659579,56,0.691358025,33.5,0.069961133,"$64,800 ",0.276154571,['financial statements analysis'],['36e9001c5d2df732706d08e167eb2be91e10bf5231f1dbecb28dba7ab170677a']
Low Demand,High Difficulty,High Growth,64,KSQBEQPGLRFF7MOJVMHU,commercial transaction,Low Resilience,Sales,Sales and Client/Customer Support,41,41,Specialized Sales,Sales and Support,High Value,Sales,2.816795143,0.572308385,97.25,0.000146088,0.647523259,0.647523259,2.293379,0.732942951,6.356923,0.637318442,1.105932777,0.094395837,0.07699769,0.07699769,10,0.12345679,15.75,0.03053859,"$108,000 ",0.547596607,['financial transactions'],['f873bc43666743525230262c3a4e62a6eaa7b6305b324403b0af4b49ee852a55']
Low Demand,High Difficulty,High Growth,65,ESC960F88CC2FA976257,financial consolidations,Low Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Management,Business,High Value,Finance,1.851944808,0.470586196,387.25,0.000606584,0.533351534,0.533351534,1.985085,0.633148177,5.235688,0.496320227,1.373660037,0.12089042,0.17943735,0.17943735,27,0.333333333,13.5,0.025541366,"$72,000 ",0.32139491,['group accounting and consolidation'],['16e3a34eb509ebb0596f1a6ac70f06a0608d40b9918fec52165d99e841c32811']
Low Demand,High Difficulty,Low Growth,66,KS126DK67RF3CFWWW0Y9,merger integration,Low Resilience,Business,"Business, Finance, and Marketing",13,13,Business Strategy,Business,High Value,Business,1.688416292,0.453345721,273.25,0.000425562,0.583290101,0.583290101,2.111655,0.674118889,6.238335,0.622405692,0.904385929,0.074450539,0.276064052,0.276064052,40,0.49382716,28.25,0.058300944,"$126,000 ",0.660697455,['post-deal integration management'],['240454b8126c85d7a38536ff5b2cd454fcf012da14adf6ec6dba64c8e16f8883']
High Demand,Low Difficulty,High Growth,67,KS1237L6PKFC8187JKW5,due diligence,High Resilience,Business,"Business, Finance, and Marketing",13,13,Contract Management,Business,High Value,Business,0.084615663,0.284260315,21540.75,0.034196591,0.450597853,0.450597853,1.902598,0.606447133,4.955502,0.46108611,1.019957861,0.085887665,0.560916089,0.560916089,70,0.864197531,118,0.257634647,"$69,000 ",0.302544769,['transaction due diligence'],['47099cf2158b791508b7da5685e74d0a90129b42e8755cca294ef27618ebb514']
Low Demand,Low Difficulty,Low Growth,68,BGSDB41F2E97693F6D57,full cycle accounting,Low Resilience,Finance,"Business, Finance, and Marketing",13,13,General Accounting,Business,High Value,Finance,1.176460856,0.399371311,49.75,7.07E-05,0.439583384,0.439583384,1.595071,0.506900637,4.568966,0.412478204,0.970763081,0.081019295,0.17783673,0.17783673,28,0.345679012,6.5,0.009994448,"$60,000 ",0.245994345,['transactional accounting'],['4cef8ac27652dc1f1d9d7b1d0391c08c66bf39025368c4aa5ebec0e18c69506e']
High Demand,High Difficulty,Low Growth,69,KS122F973NYGL9K8T5MV,treasury management,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Management,Business,High Value,Finance,0.854582891,0.365436378,2656.5,0.004209966,0.470731656,0.470731656,1.56318,0.49657752,5.663996,0.550181071,0.91048238,0.075053851,0.358401711,0.358401711,51,0.62962963,41.25,0.087173792,"$73,200 ",0.328934967,['treasury management'],['0cebc2e03f9f233d69043fc3d225e27eed2b90106c614e35eaa8bed60549b85c']
High Demand,High Difficulty,Low Growth,70,KS1219D70RKFPH4CC8KN,business valuation,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Analysis,Business,High Value,Finance,1.916200868,0.477360581,6421.75,0.010188871,0.585911772,0.585911772,1.945694,0.620397309,6.53711,0.659977425,0.822197321,0.066317064,0.328044776,0.328044776,41,0.50617284,69.5,0.149916713,"$108,000 ",0.547596607,"['valuation', 'valuation approaches and methodologies', 'valuation conclusion and reporting', 'valuation research and analysis']","['c2f3e1cb321d8aefe3dc6d01190ef8225b3097bd9306a4c331cef223fb39cdb6', '5050dc50830ef361baaa682f00bd7c2e73204b91fffd24c614604a4bf60a7c4d', '0ea27aeb71a8e4daac20e6129ff9c6de42000978b0186143c397974fccc62054', 'b3013cf44a872c9017a1eef52a00a7e3dbec50f6a40af252fe730f2f86dc21d6']"
Low Demand,High Difficulty,Low Growth,71,KS123TF6GHYX0KXK5LYZ,fair value,High Resilience,Finance,"Business, Finance, and Marketing",13,13,Financial Accounting,Business,High Value,Finance,1.500029793,0.433484519,266.5,0.000414843,0.534359454,0.534359454,1.932703,0.616192122,5.689607,0.553401721,0.936366047,0.077615327,0.370942755,0.370942755,56,0.691358025,24.75,0.050527485,"$90,000 ",0.434495759,['valuation of different classes of interest'],['06a550b6a974930415548d9b65ecda7d0578bca2e0d3b938b5128aa66722c748']
High Demand,Low Difficulty,High Growth,72,KS1258B6FBG9B2CQ169N,internal auditing,High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Auditing,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.416245892,0.319223409,23527.25,0.037350989,0.439196839,0.439196839,1.705383,0.542608634,4.913136,0.455758476,1.086272908,0.092450274,0.476422564,0.476422564,60,0.740740741,97.5,0.212104386,"$57,000 ",0.227144204,"['due professional care', 'internal audit quality assurance']","['44a92baadcdc3557915d89b46f8cc0041a39ae6ce90051cd631448f599b7cf6c', '0babec984c587d1765988f9cac86a8b193bfcffda93db1fe7ab7308538408e80']"
High Demand,High Difficulty,High Growth,73,KS120RP65ZSTC15KRWPG,audit planning,High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Auditing,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.841167347,0.364022005,2811.75,0.00445649,0.47580299,0.47580299,1.909761,0.608765797,4.904092,0.454621169,1.086284565,0.092451428,0.368101398,0.368101398,55,0.679012346,27.75,0.05719045,"$54,000 ",0.208294062,['internal audit engagement planning'],['17510d2dc40adbd28195a57e5f3d4c55978f7f1925ce651360ee360dd2e292ec']
High Demand,High Difficulty,High Growth,74,KS120RN76SX7SN46Z6LW,audit management,Low Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Auditing,"Education, Law, and Community",High Value,"Law, Regulation, and Compliance",1.160677236,0.397707276,796.25,0.001256043,0.530129138,0.530129138,1.859399,0.592463616,6.061884,0.600216521,1.030689802,0.086949709,0.292508963,0.292508963,41,0.50617284,37.5,0.078845086,"$90,000 ",0.434495759,"['internal audit function management', 'audit and review management', 'audit management']","['ea26bc27e84567097e3a9ce234630a1a0caef524b52bc029a8d99494fa96c769', '9f3e21406d8f9875542978b71fc171066f62c78f02107ae8e0d1f364ffa0fe8d', 'acc46e76e8fa738af196ea7978be248010775f94c27b12f5c53e54611a8eb929']"
High Demand,High Difficulty,Low Growth,75,ESC5D43299E32C5B42AD,enterprise risk management (erm),High Resilience,Business,"Business, Finance, and Marketing",13,13,Risk Management,Business,High Value,Business,1.025310382,0.383435827,2669.5,0.004230608,0.483886387,0.483886387,1.375449,0.435808991,6.317925,0.632414342,0.97233953,0.081175302,0.369784276,0.369784276,51,0.62962963,51.5,0.109938923,"$81,000 ",0.377945335,['enterprise risk management'],['be577fe2121cef621c8b565b3516b12e028aa839d939579a5503afc163d3a3a9']
High Demand,High Difficulty,High Growth,76,BGS4180F925FBF0CEAE5,environmental social and corporate governance (esg),High Resilience,"Economics, Policy, and Social Studies",Social Sciences and Services,21,21 & 23,"Policy Analysis, Research, and Development","Education, Law, and Community",High Value,"Economics, Policy, and Social Studies",0.747567375,0.354153952,5088.75,0.008072177,0.498011677,0.498011677,1.837658,0.585426054,5.697983,0.554455025,1.307495747,0.11434273,0.3424812,0.3424812,41,0.50617284,82.5,0.178789561,"$85,800 ",0.408105561,['environment and social governance'],['aa8afe608502729e1043b382b7a21a3a79d5f481a88da4701f9b4ea81e4b1b84']
